Site,SKU,Device,Color,RAM,Storage,isDefault
SA_EN,SM-F976BDGIMEA,Galaxy Z Fold8 Ultra,Green Shadow,12GB,256GB,
SA_EN,SM-F976BDGOMEA,Galaxy Z Fold8 Ultra,Green Shadow,12GB,512GB,O
SA_EN,SM-F976BDGPMEA,Galaxy Z Fold8 Ultra,Green Shadow,16GB,1TB,
SA_EN,SM-F976BZKIMEA,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
SA_EN,SM-F976BZKOMEA,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
SA_EN,SM-F976BZKPMEA,Galaxy Z Fold8 Ultra,Graphite,16GB,1TB,
SA_EN,SM-F976BZVIMEA,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,
SA_EN,SM-F976BZVOMEA,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,O
SA_EN,SM-F976BZVPMEA,Galaxy Z Fold8 Ultra,Violet Shadow,16GB,1TB,
SA_EN,SM-F976BZWIMEA,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
SA_EN,SM-F976BZWOMEA,Galaxy Z Fold8 Ultra,Cream,12GB,512GB,
SA_EN,SM-F976BZWPMEA,Galaxy Z Fold8 Ultra,Cream,16GB,1TB,
SA_EN,SM-L340NZEAMEA,Galaxy Watch9,Cream,,BLUETOOTH,O
SA_EN,SM-L340NZKAMEA,Galaxy Watch9,Graphite,,BLUETOOTH,
SA_EN,SM-L350NZKAMEA,Galaxy Watch9,Graphite,,BLUETOOTH,O
SA_EN,SM-L350NZSAMEA,Galaxy Watch9,Silver,,BLUETOOTH,
SA_EN,SM-L715FZKAKSA,Galaxy Watch Ultra2,Titanium Gray,,LTE,
SA_EN,SM-L715FZSAKSA,Galaxy Watch Ultra2,Titanium Silver,,LTE,O
SE,SM-F776BLGGEUB,Galaxy Z Flip8,Mint,12GB,256GB,O
SE,SM-F776BLGHEUB,Galaxy Z Flip8,Mint,12GB,512GB,
SE,SM-F776BLIGEUB,Galaxy Z Flip8,Pink,12GB,256GB,O
SE,SM-F776BLIHEUB,Galaxy Z Flip8,Pink,12GB,512GB,
SE,SM-F776BZKGEUB,Galaxy Z Flip8,Graphite,12GB,256GB,
SE,SM-F776BZKHEUB,Galaxy Z Flip8,Graphite,12GB,512GB,
SE,SM-F776BZWGEUB,Galaxy Z Flip8,Cream,12GB,256GB,
SE,SM-F776BZWHEUB,Galaxy Z Flip8,Cream,12GB,512GB,
SE,SM-F971BLVBEUB,Galaxy Z Fold8,Lavender,12GB,256GB,O
SE,SM-F971BLVCEUB,Galaxy Z Fold8,Lavender,12GB,512GB,
SE,SM-F971BLVNEUB,Galaxy Z Fold8,Lavender,16GB,1TB,
SE,SM-F971BZGBEUB,Galaxy Z Fold8,Pistachio,12GB,256GB,O
SE,SM-F971BZGCEUB,Galaxy Z Fold8,Pistachio,12GB,512GB,
SE,SM-F971BZGNEUB,Galaxy Z Fold8,Pistachio,16GB,1TB,
SE,SM-F971BZKBEUB,Galaxy Z Fold8,Graphite,12GB,256GB,
SE,SM-F971BZKCEUB,Galaxy Z Fold8,Graphite,12GB,512GB,
SE,SM-F971BZKNEUB,Galaxy Z Fold8,Graphite,16GB,1TB,
SE,SM-F971BZWBEUB,Galaxy Z Fold8,Cream,12GB,256GB,
SE,SM-F971BZWCEUB,Galaxy Z Fold8,Cream,12GB,512GB,
SE,SM-F971BZWNEUB,Galaxy Z Fold8,Cream,16GB,1TB,
SE,SM-F976BDGBEUB,Galaxy Z Fold8 Ultra,Green Shadow,12GB,256GB,O
SE,SM-F976BDGCEUB,Galaxy Z Fold8 Ultra,Green Shadow,12GB,512GB,
SE,SM-F976BDGNEUB,Galaxy Z Fold8 Ultra,Green Shadow,16GB,1TB,
SE,SM-F976BZKBEUB,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
SE,SM-F976BZKCEUB,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
SE,SM-F976BZKNEUB,Galaxy Z Fold8 Ultra,Graphite,16GB,1TB,
SE,SM-F976BZVBEUB,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,O
SE,SM-F976BZVCEUB,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,
SE,SM-F976BZVNEUB,Galaxy Z Fold8 Ultra,Violet Shadow,16GB,1TB,
SE,SM-F976BZWBEUB,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
SE,SM-F976BZWCEUB,Galaxy Z Fold8 Ultra,Cream,12GB,512GB,
SE,SM-F976BZWNEUB,Galaxy Z Fold8 Ultra,Cream,16GB,1TB,
SE,SM-L340NZEAEUB,Galaxy Watch9,Cream,,BLUETOOTH,O
SE,SM-L340NZEDWEU,Galaxy Watch9,Cream,,BLUETOOTH,O
SE,SM-L340NZKAEUB,Galaxy Watch9,Graphite,,BLUETOOTH,
SE,SM-L340NZKDWEU,Galaxy Watch9,Graphite,,BLUETOOTH,
SE,SM-L345FZEAEUB,Galaxy Watch9,Cream,,LTE,O
SE,SM-L345FZKAEUB,Galaxy Watch9,Graphite,,LTE,
SE,SM-L350NZKAEUB,Galaxy Watch9,Graphite,,BLUETOOTH,O
SE,SM-L350NZKDWEU,Galaxy Watch9,Graphite,,BLUETOOTH,O
SE,SM-L350NZSAEUB,Galaxy Watch9,Silver,,BLUETOOTH,
SE,SM-L350NZSDWEU,Galaxy Watch9,Silver,,BLUETOOTH,
SE,SM-L355FZKAEUB,Galaxy Watch9,Graphite,,LTE,O
SE,SM-L355FZSAEUB,Galaxy Watch9,Silver,,LTE,
SE,SM-L715FZKAEUB,Galaxy Watch Ultra2,Titanium Gray,,LTE,
SE,SM-L715FZSAEUB,Galaxy Watch Ultra2,Titanium Silver,,LTE,O
SG,SM-F776BLGAXSP,Galaxy Z Flip8,Mint,12GB,256GB,
SG,SM-F776BLGEXSP,Galaxy Z Flip8,Mint,12GB,512GB,O
SG,SM-F776BLIAXSP,Galaxy Z Flip8,Pink,12GB,256GB,
SG,SM-F776BLIEXSP,Galaxy Z Flip8,Pink,12GB,512GB,O
SG,SM-F776BZKAXSP,Galaxy Z Flip8,Graphite,12GB,256GB,
SG,SM-F776BZKEXSP,Galaxy Z Flip8,Graphite,12GB,512GB,
SG,SM-F776BZWAXSP,Galaxy Z Flip8,Cream,12GB,256GB,
SG,SM-F776BZWEXSP,Galaxy Z Flip8,Cream,12GB,512GB,
SG,SM-F971BLVDXSP,Galaxy Z Fold8,Lavender,12GB,256GB,
SG,SM-F971BLVGXSP,Galaxy Z Fold8,Lavender,12GB,512GB,O
SG,SM-F971BLVHXSP,Galaxy Z Fold8,Lavender,16GB,1TB,
SG,SM-F971BZGDXSP,Galaxy Z Fold8,Pistachio,12GB,256GB,
SG,SM-F971BZGGXSP,Galaxy Z Fold8,Pistachio,12GB,512GB,O
SG,SM-F971BZGHXSP,Galaxy Z Fold8,Pistachio,16GB,1TB,
SG,SM-F971BZKDXSP,Galaxy Z Fold8,Graphite,12GB,256GB,
SG,SM-F971BZKGXSP,Galaxy Z Fold8,Graphite,12GB,512GB,
SG,SM-F971BZKHXSP,Galaxy Z Fold8,Graphite,16GB,1TB,
SG,SM-F971BZWDXSP,Galaxy Z Fold8,Cream,12GB,256GB,
SG,SM-F971BZWGXSP,Galaxy Z Fold8,Cream,12GB,512GB,
SG,SM-F971BZWHXSP,Galaxy Z Fold8,Cream,16GB,1TB,
SG,SM-F976BDGDXSP,Galaxy Z Fold8 Ultra,Green Shadow,12GB,256GB,
SG,SM-F976BDGGXSP,Galaxy Z Fold8 Ultra,Green Shadow,12GB,512GB,O
SG,SM-F976BDGHXSP,Galaxy Z Fold8 Ultra,Green Shadow,16GB,1TB,
SG,SM-F976BZKDXSP,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
SG,SM-F976BZKGXSP,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
SG,SM-F976BZKHXSP,Galaxy Z Fold8 Ultra,Graphite,16GB,1TB,
SG,SM-F976BZVDXSP,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,
SG,SM-F976BZVGXSP,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,O
SG,SM-F976BZVHXSP,Galaxy Z Fold8 Ultra,Violet Shadow,16GB,1TB,
SG,SM-F976BZWDXSP,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
SG,SM-F976BZWGXSP,Galaxy Z Fold8 Ultra,Cream,12GB,512GB,
SG,SM-F976BZWHXSP,Galaxy Z Fold8 Ultra,Cream,16GB,1TB,
SG,SM-L340NZEAASA,Galaxy Watch9,Cream,,BLUETOOTH,O
SG,SM-L340NZKAASA,Galaxy Watch9,Graphite,,BLUETOOTH,
SG,SM-L345FZEAXSP,Galaxy Watch9,Cream,,LTE,O
SG,SM-L345FZKAXSP,Galaxy Watch9,Graphite,,LTE,
SG,SM-L350NZKAASA,Galaxy Watch9,Graphite,,BLUETOOTH,O
SG,SM-L350NZSAASA,Galaxy Watch9,Silver,,BLUETOOTH,
SG,SM-L355FZKAXSP,Galaxy Watch9,Graphite,,LTE,O
SG,SM-L355FZSAXSP,Galaxy Watch9,Silver,,LTE,
SG,SM-L715FZKAXSP,Galaxy Watch Ultra2,Titanium Gray,,LTE,
SG,SM-L715FZSAXSP,Galaxy Watch Ultra2,Titanium Silver,,LTE,O
TH,SM-F776BLGATHL,Galaxy Z Flip8,Mint,12GB,256GB,
TH,SM-F776BLGETHL,Galaxy Z Flip8,Mint,12GB,512GB,O
TH,SM-F776BLIATHL,Galaxy Z Flip8,Pink,12GB,256GB,
TH,SM-F776BLIETHL,Galaxy Z Flip8,Pink,12GB,512GB,O
TH,SM-F776BZKATHL,Galaxy Z Flip8,Graphite,12GB,256GB,
TH,SM-F776BZKETHL,Galaxy Z Flip8,Graphite,12GB,512GB,
TH,SM-F776BZWATHL,Galaxy Z Flip8,Cream,12GB,256GB,
TH,SM-F776BZWETHL,Galaxy Z Flip8,Cream,12GB,512GB,
TH,SM-F971BLVDTHL,Galaxy Z Fold8,Lavender,12GB,256GB,
TH,SM-F971BLVGTHL,Galaxy Z Fold8,Lavender,12GB,512GB,O
TH,SM-F971BLVHTHL,Galaxy Z Fold8,Lavender,16GB,1TB,
TH,SM-F971BZGDTHL,Galaxy Z Fold8,Pistachio,12GB,256GB,
TH,SM-F971BZGGTHL,Galaxy Z Fold8,Pistachio,12GB,512GB,O
TH,SM-F971BZGHTHL,Galaxy Z Fold8,Pistachio,16GB,1TB,
TH,SM-F971BZKDTHL,Galaxy Z Fold8,Graphite,12GB,256GB,
TH,SM-F971BZKGTHL,Galaxy Z Fold8,Graphite,12GB,512GB,
TH,SM-F971BZKHTHL,Galaxy Z Fold8,Graphite,16GB,1TB,
TH,SM-F971BZWDTHL,Galaxy Z Fold8,Cream,12GB,256GB,
TH,SM-F971BZWGTHL,Galaxy Z Fold8,Cream,12GB,512GB,
TH,SM-F971BZWHTHL,Galaxy Z Fold8,Cream,16GB,1TB,
TH,SM-F976BDGDTHL,Galaxy Z Fold8 Ultra,Green Shadow,12GB,256GB,
TH,SM-F976BDGGTHL,Galaxy Z Fold8 Ultra,Green Shadow,12GB,512GB,O
TH,SM-F976BDGHTHL,Galaxy Z Fold8 Ultra,Green Shadow,16GB,1TB,
TH,SM-F976BZKDTHL,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
TH,SM-F976BZKGTHL,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
TH,SM-F976BZKHTHL,Galaxy Z Fold8 Ultra,Graphite,16GB,1TB,
TH,SM-F976BZVDTHL,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,
TH,SM-F976BZVGTHL,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,O
TH,SM-F976BZVHTHL,Galaxy Z Fold8 Ultra,Violet Shadow,16GB,1TB,
TH,SM-F976BZWDTHL,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
TH,SM-F976BZWGTHL,Galaxy Z Fold8 Ultra,Cream,12GB,512GB,
TH,SM-F976BZWHTHL,Galaxy Z Fold8 Ultra,Cream,16GB,1TB,
TH,SM-L340NZEAASA,Galaxy Watch9,Cream,,BLUETOOTH,O
TH,SM-L340NZKAASA,Galaxy Watch9,Graphite,,BLUETOOTH,
TH,SM-L350NZKAASA,Galaxy Watch9,Graphite,,BLUETOOTH,O
TH,SM-L350NZSAASA,Galaxy Watch9,Silver,,BLUETOOTH,
TH,SM-L715FZKATHL,Galaxy Watch Ultra2,Titanium Gray,,LTE,
TH,SM-L715FZSATHL,Galaxy Watch Ultra2,Titanium Silver,,LTE,O
TR,SM-F776BLGGTUR,Galaxy Z Flip8,Mint,12GB,256GB,O
TR,SM-F776BLIGTUR,Galaxy Z Flip8,Pink,12GB,256GB,O
TR,SM-F776BLIHTUR,Galaxy Z Flip8,Pink,12GB,512GB,
TR,SM-F776BZKGTUR,Galaxy Z Flip8,Graphite,12GB,256GB,
TR,SM-F776BZKHTUR,Galaxy Z Flip8,Graphite,12GB,512GB,
TR,SM-F776BZWGTUR,Galaxy Z Flip8,Cream,12GB,256GB,
TR,SM-F776BZWHTUR,Galaxy Z Flip8,Cream,12GB,512GB,
TR,SM-F971BLVBTUR,Galaxy Z Fold8,Lavender,12GB,256GB,O
TR,SM-F971BLVCTUR,Galaxy Z Fold8,Lavender,12GB,512GB,
TR,SM-F971BLVNTUR,Galaxy Z Fold8,Lavender,16GB,1TB,
TR,SM-F971BZGBTUR,Galaxy Z Fold8,Pistachio,12GB,256GB,O
TR,SM-F971BZKBTUR,Galaxy Z Fold8,Graphite,12GB,256GB,
TR,SM-F971BZKCTUR,Galaxy Z Fold8,Graphite,12GB,512GB,
TR,SM-F971BZKNTUR,Galaxy Z Fold8,Graphite,16GB,1TB,
TR,SM-F971BZWBTUR,Galaxy Z Fold8,Cream,12GB,256GB,
TR,SM-F971BZWCTUR,Galaxy Z Fold8,Cream,12GB,512GB,
TR,SM-F971BZWNTUR,Galaxy Z Fold8,Cream,16GB,1TB,
TR,SM-F976BDGBTUR,Galaxy Z Fold8 Ultra,Green Shadow,12GB,256GB,O
TR,SM-F976BZKBTUR,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
TR,SM-F976BZKCTUR,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
TR,SM-F976BZKNTUR,Galaxy Z Fold8 Ultra,Graphite,16GB,1TB,
TR,SM-F976BZVBTUR,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,O
TR,SM-F976BZVCTUR,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,
TR,SM-F976BZVNTUR,Galaxy Z Fold8 Ultra,Violet Shadow,16GB,1TB,
TR,SM-F976BZWBTUR,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
TR,SM-F976BZWCTUR,Galaxy Z Fold8 Ultra,Cream,12GB,512GB,
TR,SM-F976BZWNTUR,Galaxy Z Fold8 Ultra,Cream,16GB,1TB,
TR,SM-L340NZEATUR,Galaxy Watch9,Cream,,BLUETOOTH,O
TR,SM-L340NZKATUR,Galaxy Watch9,Graphite,,BLUETOOTH,
TR,SM-L350NZKATUR,Galaxy Watch9,Graphite,,BLUETOOTH,O
TR,SM-L350NZSATUR,Galaxy Watch9,Silver,,BLUETOOTH,
TR,SM-L710NZKATUR,Galaxy Watch Ultra2,Titanium Gray,,BLUETOOTH,
TR,SM-L710NZSATUR,Galaxy Watch Ultra2,Titanium Silver,,BLUETOOTH,O
TW,SM-F7760LGPBRI,Galaxy Z Flip8,Mint,12GB,512GB,O
TW,SM-F7760LIOBRI,Galaxy Z Flip8,Pink,12GB,256GB,
TW,SM-F7760LIPBRI,Galaxy Z Flip8,Pink,12GB,512GB,O
TW,SM-F7760ZKOBRI,Galaxy Z Flip8,Graphite,12GB,256GB,
TW,SM-F7760ZKPBRI,Galaxy Z Flip8,Graphite,12GB,512GB,
TW,SM-F7760ZWOBRI,Galaxy Z Flip8,Cream,12GB,256GB,
TW,SM-F7760ZWPBRI,Galaxy Z Flip8,Cream,12GB,512GB,
TW,SM-F9710LVIBRI,Galaxy Z Fold8,Lavender,12GB,256GB,
TW,SM-F9710LVOBRI,Galaxy Z Fold8,Lavender,12GB,512GB,O
TW,SM-F9710ZGOBRI,Galaxy Z Fold8,Pistachio,12GB,512GB,O
TW,SM-F9710ZKIBRI,Galaxy Z Fold8,Graphite,12GB,256GB,
TW,SM-F9710ZKOBRI,Galaxy Z Fold8,Graphite,12GB,512GB,
TW,SM-F9710ZWIBRI,Galaxy Z Fold8,Cream,12GB,256GB,
TW,SM-F9710ZWOBRI,Galaxy Z Fold8,Cream,12GB,512GB,
TW,SM-F9760DGOBRI,Galaxy Z Fold8 Ultra,Green Shadow,12GB,512GB,O
TW,SM-F9760ZKIBRI,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
TW,SM-F9760ZKOBRI,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
TW,SM-F9760ZKPBRI,Galaxy Z Fold8 Ultra,Graphite,16GB,1TB,
TW,SM-F9760ZVIBRI,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,
TW,SM-F9760ZVOBRI,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,O
TW,SM-F9760ZVPBRI,Galaxy Z Fold8 Ultra,Violet Shadow,16GB,1TB,
TW,SM-F9760ZWIBRI,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
TW,SM-F9760ZWOBRI,Galaxy Z Fold8 Ultra,Cream,12GB,512GB,
TW,SM-L340NZEABRI,Galaxy Watch9,Cream,,BLUETOOTH,O
TW,SM-L340NZKABRI,Galaxy Watch9,Graphite,,BLUETOOTH,
TW,SM-L345FZEABRI,Galaxy Watch9,Cream,,LTE,O
TW,SM-L345FZKABRI,Galaxy Watch9,Graphite,,LTE,
TW,SM-L350NZKABRI,Galaxy Watch9,Graphite,,BLUETOOTH,O
TW,SM-L350NZSABRI,Galaxy Watch9,Silver,,BLUETOOTH,
TW,SM-L355FZKABRI,Galaxy Watch9,Graphite,,LTE,O
TW,SM-L355FZSABRI,Galaxy Watch9,Silver,,LTE,
TW,SM-L715FZKABRI,Galaxy Watch Ultra2,Titanium Gray,,LTE,
TW,SM-L715FZSABRI,Galaxy Watch Ultra2,Titanium Silver,,LTE,O
UK,SM-F776BLGGEUB,Galaxy Z Flip8,Mint,12GB,256GB,O
UK,SM-F776BLGHEUB,Galaxy Z Flip8,Mint,12GB,512GB,
UK,SM-F776BLIGEUB,Galaxy Z Flip8,Pink,12GB,256GB,O
UK,SM-F776BLIHEUB,Galaxy Z Flip8,Pink,12GB,512GB,
UK,SM-F776BZKGEUB,Galaxy Z Flip8,Graphite,12GB,256GB,
UK,SM-F776BZKHEUB,Galaxy Z Flip8,Graphite,12GB,512GB,
UK,SM-F776BZWGEUB,Galaxy Z Flip8,Cream,12GB,256GB,
UK,SM-F776BZWHEUB,Galaxy Z Flip8,Cream,12GB,512GB,
UK,SM-F971BLVBEUB,Galaxy Z Fold8,Lavender,12GB,256GB,O
UK,SM-F971BLVCEUB,Galaxy Z Fold8,Lavender,12GB,512GB,
UK,SM-F971BLVNEUB,Galaxy Z Fold8,Lavender,16GB,1TB,
UK,SM-F971BZGBEUB,Galaxy Z Fold8,Pistachio,12GB,256GB,O
UK,SM-F971BZGCEUB,Galaxy Z Fold8,Pistachio,12GB,512GB,
UK,SM-F971BZGNEUB,Galaxy Z Fold8,Pistachio,16GB,1TB,
UK,SM-F971BZKBEUB,Galaxy Z Fold8,Graphite,12GB,256GB,
UK,SM-F971BZKCEUB,Galaxy Z Fold8,Graphite,12GB,512GB,
UK,SM-F971BZKNEUB,Galaxy Z Fold8,Graphite,16GB,1TB,
UK,SM-F971BZWBEUB,Galaxy Z Fold8,Cream,12GB,256GB,
UK,SM-F971BZWCEUB,Galaxy Z Fold8,Cream,12GB,512GB,
UK,SM-F971BZWNEUB,Galaxy Z Fold8,Cream,16GB,1TB,
UK,SM-F976BDGBEUB,Galaxy Z Fold8 Ultra,Green Shadow,12GB,256GB,O
UK,SM-F976BDGCEUB,Galaxy Z Fold8 Ultra,Green Shadow,12GB,512GB,
UK,SM-F976BDGNEUB,Galaxy Z Fold8 Ultra,Green Shadow,16GB,1TB,
UK,SM-F976BZKBEUB,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
UK,SM-F976BZKCEUB,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
UK,SM-F976BZKNEUB,Galaxy Z Fold8 Ultra,Graphite,16GB,1TB,
UK,SM-F976BZVBEUB,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,O
UK,SM-F976BZVCEUB,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,
UK,SM-F976BZVNEUB,Galaxy Z Fold8 Ultra,Violet Shadow,16GB,1TB,
UK,SM-F976BZWBEUB,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
UK,SM-F976BZWCEUB,Galaxy Z Fold8 Ultra,Cream,12GB,512GB,
UK,SM-F976BZWNEUB,Galaxy Z Fold8 Ultra,Cream,16GB,1TB,
UK,SM-L340NZEAEUB,Galaxy Watch9,Cream,,BLUETOOTH,O
UK,SM-L340NZEDWEU,Galaxy Watch9,Cream,,BLUETOOTH,O
UK,SM-L340NZKAEUB,Galaxy Watch9,Graphite,,BLUETOOTH,
UK,SM-L340NZKDWEU,Galaxy Watch9,Graphite,,BLUETOOTH,
UK,SM-L345FZEAEUB,Galaxy Watch9,Cream,,LTE,O
UK,SM-L345FZKAEUB,Galaxy Watch9,Graphite,,LTE,
UK,SM-L350NZKAEUB,Galaxy Watch9,Graphite,,BLUETOOTH,O
UK,SM-L350NZKDWEU,Galaxy Watch9,Graphite,,BLUETOOTH,O
UK,SM-L350NZSAEUB,Galaxy Watch9,Silver,,BLUETOOTH,
UK,SM-L350NZSDWEU,Galaxy Watch9,Silver,,BLUETOOTH,
UK,SM-L355FZKAEUB,Galaxy Watch9,Graphite,,LTE,O
UK,SM-L355FZSAEUB,Galaxy Watch9,Silver,,LTE,
UK,SM-L715FZKAEUB,Galaxy Watch Ultra2,Titanium Gray,,LTE,
UK,SM-L715FZSAEUB,Galaxy Watch Ultra2,Titanium Silver,,LTE,O
US,SM-F776ULGAXAA,Galaxy Z Flip8,Mint,12GB,256GB,O
US,SM-F776ULGEXAA,Galaxy Z Flip8,Mint,12GB,512GB,
US,SM-F776ULIAATT,Galaxy Z Flip8,Pink,12GB,256GB,
US,SM-F776ULIAVZW,Galaxy Z Flip8,Pink,12GB,256GB,
US,SM-F776ULIAXAA,Galaxy Z Flip8,Pink,12GB,256GB,O
US,SM-F776ULIAXAU,Galaxy Z Flip8,Pink,12GB,256GB,
US,SM-F776ULIEATT,Galaxy Z Flip8,Pink,12GB,512GB,
US,SM-F776ULIEVZW,Galaxy Z Flip8,Pink,12GB,512GB,
US,SM-F776ULIEXAA,Galaxy Z Flip8,Pink,12GB,512GB,
US,SM-F776ULIEXAU,Galaxy Z Flip8,Pink,12GB,512GB,
US,SM-F776UZKAATT,Galaxy Z Flip8,Graphite,12GB,256GB,
US,SM-F776UZKAVZW,Galaxy Z Flip8,Graphite,12GB,256GB,
US,SM-F776UZKAXAA,Galaxy Z Flip8,Graphite,12GB,256GB,
US,SM-F776UZKAXAU,Galaxy Z Flip8,Graphite,12GB,256GB,
US,SM-F776UZKEATT,Galaxy Z Flip8,Graphite,12GB,512GB,
US,SM-F776UZKEVZW,Galaxy Z Flip8,Graphite,12GB,512GB,
US,SM-F776UZKEXAA,Galaxy Z Flip8,Graphite,12GB,512GB,
US,SM-F776UZKEXAU,Galaxy Z Flip8,Graphite,12GB,512GB,
US,SM-F776UZWAATT,Galaxy Z Flip8,Cream,12GB,256GB,
US,SM-F776UZWAVZW,Galaxy Z Flip8,Cream,12GB,256GB,
US,SM-F776UZWAXAA,Galaxy Z Flip8,Cream,12GB,256GB,
US,SM-F776UZWAXAU,Galaxy Z Flip8,Cream,12GB,256GB,
US,SM-F776UZWEATT,Galaxy Z Flip8,Cream,12GB,512GB,
US,SM-F776UZWEVZW,Galaxy Z Flip8,Cream,12GB,512GB,
US,SM-F776UZWEXAA,Galaxy Z Flip8,Cream,12GB,512GB,
US,SM-F776UZWEXAU,Galaxy Z Flip8,Cream,12GB,512GB,
US,SM-F971ULVAATT,Galaxy Z Fold8,Lavender,12GB,256GB,
US,SM-F971ULVAVZW,Galaxy Z Fold8,Lavender,12GB,256GB,
US,SM-F971ULVAXAA,Galaxy Z Fold8,Lavender,12GB,256GB,O
US,SM-F971ULVAXAU,Galaxy Z Fold8,Lavender,12GB,256GB,
US,SM-F971ULVEATT,Galaxy Z Fold8,Lavender,12GB,512GB,
US,SM-F971ULVEVZW,Galaxy Z Fold8,Lavender,12GB,512GB,
US,SM-F971ULVEXAA,Galaxy Z Fold8,Lavender,12GB,512GB,
US,SM-F971ULVEXAU,Galaxy Z Fold8,Lavender,12GB,512GB,
US,SM-F971ULVFXAA,Galaxy Z Fold8,Lavender,16GB,1TB,
US,SM-F971UZGAXAA,Galaxy Z Fold8,Pistachio,12GB,256GB,O
US,SM-F971UZGEXAA,Galaxy Z Fold8,Pistachio,12GB,512GB,
US,SM-F971UZGFXAA,Galaxy Z Fold8,Pistachio,16GB,1TB,
US,SM-F971UZKAATT,Galaxy Z Fold8,Graphite,12GB,256GB,
US,SM-F971UZKAVZW,Galaxy Z Fold8,Graphite,12GB,256GB,
US,SM-F971UZKAXAA,Galaxy Z Fold8,Graphite,12GB,256GB,
US,SM-F971UZKAXAU,Galaxy Z Fold8,Graphite,12GB,256GB,
US,SM-F971UZKEATT,Galaxy Z Fold8,Graphite,12GB,512GB,
US,SM-F971UZKEVZW,Galaxy Z Fold8,Graphite,12GB,512GB,
US,SM-F971UZKEXAA,Galaxy Z Fold8,Graphite,12GB,512GB,
US,SM-F971UZKEXAU,Galaxy Z Fold8,Graphite,12GB,512GB,
US,SM-F971UZKFATT,Galaxy Z Fold8,Graphite,12GB,1TB,
US,SM-F971UZKFXAA,Galaxy Z Fold8,Graphite,16GB,1TB,
US,SM-F971UZWAATT,Galaxy Z Fold8,Cream,12GB,256GB,
US,SM-F971UZWAVZW,Galaxy Z Fold8,Cream,12GB,256GB,
US,SM-F971UZWAXAA,Galaxy Z Fold8,Cream,12GB,256GB,
US,SM-F971UZWAXAU,Galaxy Z Fold8,Cream,12GB,256GB,
US,SM-F971UZWEATT,Galaxy Z Fold8,Cream,12GB,512GB,
US,SM-F971UZWEVZW,Galaxy Z Fold8,Cream,12GB,512GB,
US,SM-F971UZWEXAA,Galaxy Z Fold8,Cream,12GB,512GB,
US,SM-F971UZWEXAU,Galaxy Z Fold8,Cream,12GB,512GB,
US,SM-F971UZWFXAA,Galaxy Z Fold8,Cream,16GB,1TB,
US,SM-F976UDGAXAA,Galaxy Z Fold8 Ultra,Green Shadow,12GB,256GB,O
US,SM-F976UDGEXAA,Galaxy Z Fold8 Ultra,Green Shadow,12GB,512GB,
US,SM-F976UDGFXAA,Galaxy Z Fold8 Ultra,Green Shadow,16GB,1TB,
US,SM-F976UZKAATT,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
US,SM-F976UZKAVZW,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
US,SM-F976UZKAXAA,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
US,SM-F976UZKAXAU,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
US,SM-F976UZKEATT,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
US,SM-F976UZKEVZW,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
